Business Id,Business Name,Address,Take-out,Wi-Fi,Alcohol,Good for Kids,Parking,Good For Lunch,Good For Dinner,Good For Dessert,Good For Latenight,Good For Brunch,Good For Breakfast,Stars
dWyAVPE7Yvj8oI5r2NXD5w,Restaurant,2935 E Mcdowell Rd Phoenix AZ 85008,1,0,1,0,0,0,0,0,0,0,0,4.0,
UG1che-DRtvE45Ni2bqwbA,Restaurant,3467 Saint Laurent Boulevard Montréal QC H2X 2T6,1,0,0,0,0,0,0,0,0,0,0,4.5,
lsf_O71CHuB1NDvZsU-jdA,Restaurant,4001 Rue Notre-Dame W Montréal QC H4C 1R2,0,0,1,0,0,0,0,0,0,0,0,3.5,
xWSEfwA6L39xWTMUlWWcBA,Restaurant,11011 W Charleston Blvd Summerlin Las Vegas NV 89135,1,0,1,0,1,0,1,0,0,0,0,3.5,
qwRIX9KSu4grmyN6kJBzdw,Restaurant,1941 E Oak St Phoenix AZ 85006,1,0,0,0,0,0,0,0,0,0,0,5.0,
r9rub_ajcb-3yYsYYD5apw,Restaurant,139 7th St Downtown Pittsburgh PA 15222,1,0,1,0,1,0,1,0,0,0,0,4.5,
-ZTR_3FFPdFCV9l_Fq_OUA,Restaurant,1370 E Flamingo Rd Ste F Eastside Las Vegas NV 89109,1,0,1,0,1,0,0,0,0,0,0,3.5,
_DZfwU9dE9Q5I1-1jiM1vQ,Restaurant,1645 N Hayden Rd Scottsdale AZ 85257,1,0,1,0,1,0,0,0,0,0,0,4.5,
OgxpW_ZWDJ53m7s449Ufrg,Restaurant,119 E Southern Ave Tempe AZ 85282,1,0,1,0,1,0,1,0,0,0,0,3.5,
2CVv0URvnKNXA5EfeEb9Eg,Restaurant,5607 Baum Blvd Friendship Pittsburgh PA 15232,1,0,1,0,0,0,0,0,0,0,1,3.0,
O80O8teeYzngk0A-qWzOjw,Restaurant,6575 N Decatur Blvd Las Vegas NV 89131,1,0,1,0,1,0,0,0,0,0,0,2.0,
rwn5on1IU1tjkfsOU1-9gg,Restaurant,3400 S Jones Blvd Ste 12 Chinatown Las Vegas NV 89146,1,0,1,0,1,0,0,0,0,0,0,4.5,
43A2uNd1EDp_tZGAzcl0AA,Restaurant,Sophienstr. 126 76135 Karlsruhe,1,0,0,0,0,0,0,0,0,0,0,4.5,
drrQIOQfEwv29L8B6E5_UQ,Restaurant,9890 S Maryland Pkwy Ste 19 Southeast Las Vegas NV 89183,0,0,0,0,0,0,0,0,0,0,0,4.5,
dRas-lkshHzfN3kY8chwcA,Restaurant,The Mirage Hotel & Casino 3400 Las Vegas Blvd S The Strip Las Vegas NV 89109,0,0,1,0,1,0,1,0,0,0,0,3.5,
Ed1d7DhO3J0EE7W149GTxQ,Restaurant,7303 E Main St Mesa AZ 85207,1,0,1,0,0,0,0,0,0,0,1,2.5,
u-vrEJXXTmj6I1d4Nv6EeQ,Restaurant,6727 E McDowell Rd Mesa AZ 85215,1,0,1,0,0,0,0,0,0,0,0,3.0,
Z6YTAzPWG9gz1Bf2eBgIPA,Restaurant,1745 W Hunt Hwy San Tan Valley AZ 85143,0,0,0,1,0,0,0,0,0,0,0,2.5,
nol9V6ypimztEEsBofw-3g,Restaurant,4515 N 7th Ave Phoenix AZ 85013,1,0,1,0,1,0,0,0,0,0,1,3.5,
KoRe1vxuFvrn-mjo66mwLw,Restaurant,1 Bristo square Old Town Edinburgh EH8 9AL,1,0,0,0,0,0,0,0,0,0,0,3.5,
8Ela4P0lZ77UVUbgbHYnkg,Restaurant,2550 S Rainbow Blvd Westside Las Vegas NV 89146,1,0,0,0,0,0,0,0,0,0,0,3.0,
OvS1mJROcz94TiGP_j3cFw,Restaurant,62 Elm Row Leith Edinburgh EH7 4AQ,1,0,1,0,0,0,1,0,0,0,0,4.0,
k5DMPNLkvX6T6EVpmEuscg,Restaurant,3666 St Denis St Montréal QC H2X 3L7,0,0,0,0,0,0,0,0,0,0,0,2.5,
gsS84lf4hAVEWdP__oFR7g,Restaurant,212 10th St Downtown Pittsburgh PA 15215,1,0,1,0,0,0,0,0,0,0,0,4.0,
Eq-BpslGrZ2wDes-8miHIQ,Restaurant,Marie-Alexandra-Str. 15 76135 Karlsruhe,1,0,0,0,0,0,0,0,0,0,0,3.5,
RAnDiNTFtsJnI1X-z2ZsFQ,Restaurant,9651 Trailwood Dr Summerlin Las Vegas NV 89134,1,0,1,0,1,0,0,0,0,1,0,2.5,
cVMunlva2-PmpQQCfLVxUg,Restaurant,21202 S Ellsworth Loop Rd Ste 112 Queen Creek AZ 85142,1,0,1,0,0,0,0,0,0,0,0,3.5,
2a4OsAIvlWifELjogNPT1Q,Restaurant,3930 Las Vegas Blvd S The Strip Las Vegas NV 89119,1,0,1,0,0,0,0,0,0,0,0,3.0,
STnVH08sXTnYLQnFDpemVA,Restaurant,106 St-Paul Ouest Montréal QC H2Y 1Z3,0,0,1,0,0,0,0,0,0,0,0,3.5,
YKuCbWLAzXWPzRu5OlBCng,Restaurant,3377 Las Vegas Blvd S Eastside Las Vegas NV 89109,1,0,1,0,0,0,0,0,0,0,0,4.5,
Lu0N7DPZKJ6OHBpwsymwYw,Restaurant,3001 N Sherman Ave Sherman Madison WI 53704,1,0,1,0,0,0,0,0,0,0,0,3.5,
NoAYBrK1r_3-KtjP9jZADw,Restaurant,4815 E Carefree Hwy Ste 128 Cave Creek AZ 85331,0,0,0,0,0,0,0,0,0,0,0,3.5,
2okugXUsb5dJ2nDAdtNjKA,Restaurant,8320 W Sahara Ave Ste 180 Westside Las Vegas NV 89117,1,0,1,0,1,0,0,0,0,0,0,3.0,
jkVbWn8ILGFOPzp4hNb9Bw,Restaurant,300 E Morehead St South End Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,4.0,
Ub6TPFp2wcijnyiXGMgIOA,Restaurant,Royal Mile Edinburgh Castle Old Town Edinburgh EH1 2NH,0,0,0,0,0,0,0,0,0,0,0,2.0,
u4VC83SV8TFemdXcQHp-ng,Restaurant,1 Barony Street New Town Edinburgh EH1 3SB,0,0,1,0,0,0,0,0,0,0,0,4.5,
4OQXZon69AkUF-aLXEGImA,Restaurant,Las Vegas Blvd S 3411 The Strip Las Vegas NV 89109,1,0,1,0,0,0,0,0,0,0,0,4.0,
uQ4yqzIaF-pXwXf_pdLWEg,Restaurant,122 High Street Dalkeith EH22 1AU,1,0,1,0,0,0,0,0,0,0,0,4.5,
cGyalldZk-hRdDDoL73awg,Restaurant,2558 E. Wigwam Pkwy Ste B Henderson NV 89074,0,0,1,1,1,0,1,0,0,0,0,4.5,
JnmRYpMIo6dXQj_Q4MEG9A,Restaurant,57 Home Street Tollcross Edinburgh EH3 9JP,0,0,0,0,0,0,0,0,0,0,0,3.0,
Ys7qsX_8qR7i37uwit9LzQ,Restaurant,23 Bernard Street Leith Edinburgh EH6 6PW,0,0,1,0,0,0,0,0,0,0,0,5.0,
nti9NfYnX1UOSMo6kbdbXg,Restaurant,52 West Richmond St Newington Edinburgh EH8 9DZ,0,0,0,0,0,0,0,0,0,0,0,5.0,
R3kAGyaVGZt0Hhq9M46xPw,Restaurant,Kreuzstraße 17 76137 Karlsruhe,1,0,0,0,0,0,0,0,0,0,1,5.0,
dojsd6ReoLkA9pXxlNTDUw,Restaurant,6401 Penn Ave East Liberty Pittsburgh PA 15206,1,0,1,0,0,0,0,0,0,0,0,2.5,
dTpyszCle1E7vBVOBmEcYQ,Restaurant,539 Lanark Road Juniper Green Edinburgh EH14 5DE,1,0,0,0,0,0,0,0,0,0,0,3.5,
qAUlQG06dXVh2CS1fHxncQ,Restaurant,1501 N Green Valley Pkwy Henderson NV 89074,1,0,1,0,1,0,0,0,0,0,0,4.0,
pMn0EXytFi5YHTJWzE6AwA,Restaurant,211 High Street Newington Edinburgh EH1 1SR,0,0,1,0,0,0,0,0,0,0,0,2.0,
U1OrMffyVeE2qbpNTrSSuA,Restaurant,Schützenstraße 10 76137 Karlsruhe,0,0,1,1,0,0,0,0,0,0,0,4.0,
Cu4mKzo8TsOEzZJuF4EAXA,Restaurant,Kaiserstr. 133 76133 Karlsruhe,0,0,1,0,0,0,0,0,0,0,0,3.5,
nSfVhbKMbB72kb48ALuC4Q,Restaurant,Kaiserstr. 109 76133 Karlsruhe,1,0,1,0,0,0,0,0,0,0,0,3.5,
VhhEhn4XlaxmRPkuL3Wq0w,Restaurant,3 Dundas Street New Town Edinburgh EH3 6QG,0,0,0,0,0,0,0,0,0,0,0,4.0,
Bo8T_i8a76dZZfuFVo_O0g,Restaurant,Erbprinzenstraße  27 76133 Karlsruhe,0,0,1,0,0,0,0,0,0,0,0,3.0,
8G50En0y11DGeSAUV06Uyg,Restaurant,Eyre Place Cannonmills Edinburgh EH3 5ES,0,0,1,0,0,0,0,0,0,0,0,3.5,
BoaNFfrGo4UVPmYKeXPP1Q,Restaurant,555 Castle hill Old Town Edinburgh EH1 2ND,0,0,0,0,0,0,0,0,0,0,0,3.5,
eZ5bRX8Et83RKG2RkbTajQ,Restaurant,Stephanienstr. 27a 76133 Karlsruhe,1,0,1,0,0,0,0,0,0,0,0,4.5,
l_u46R_dSqfltyxtQQjlUA,Restaurant,51 Corbiehill Road Edinburgh EH4 5AT,0,0,0,0,0,0,0,0,0,0,0,2.5,
pzn5rfoTCUxIYbvxM_ndlw,Restaurant,Market Street Old Town Edinburgh EH1 1DE,0,0,0,0,0,0,0,0,0,0,0,3.5,
DPrZJeLvFHECDFonEb3x1A,Restaurant,30 Shandwick Place West End Edinburgh EH2 4RT,0,0,0,0,0,0,0,0,0,0,0,4.0,
I5_zftuvG90hxAC_pqIbfw,Restaurant,Royal MIle Old Town Edinburgh EH1 1PT,0,0,0,0,0,0,0,0,0,0,0,3.5,
5JmhoKhGFb0w4_Pp9lIJew,Restaurant,Scottish Storytelling Centre Royal Mile 43-45 High Street Old Town Edinburgh EH1 1SR,0,0,0,0,0,0,0,0,0,0,0,4.0,
xmXFn-MPVR4O23uzGhJ1DA,Restaurant,5 Dundee Terrace Edinburgh EH11 1DL,1,0,0,0,0,0,0,0,0,0,0,4.0,
eCuoZK0tK5MxYNpATdRajg,Restaurant,Forth Floor Harvey Nichols St Andrew Sq New Town Edinburgh EH2 2AD,0,0,0,0,0,0,0,0,0,0,0,3.5,
wpu6Azo3HKionvJzK4GqcQ,Restaurant,3 Lothian Road Old Town Edinburgh EH2 4BJ,1,0,0,0,0,0,0,0,0,0,0,4.5,
iXnB5jI6x3ChN6HCSJ5-Aw,Restaurant,2 Dundas Street New Town Edinburgh EH3 6QG,1,0,0,0,1,0,0,0,0,0,0,4.0,
C4BZwdjRi_Awa0_kt9oWHg,Restaurant,12 Oxgangs Broadway Edinburgh EH13 9LQ,0,0,0,0,0,0,0,0,0,0,0,2.5,
eV0EsRRpx4M8tWr2W4Laxw,Restaurant,Kaiserallee  69 76133 Karlsruhe,1,0,0,0,0,0,0,0,0,0,0,4.0,
AiHGIDDahvhe_X7hdJwK6A,Restaurant,33 Drum Street Gilmerton Edinburgh EH17 8RQ,1,0,1,0,0,0,0,0,0,0,0,4.0,
gB8rIfYW8Cu30ENjUfRxBw,Restaurant,44 Forrest Road Old Town Edinburgh EH1 2QP,0,0,0,0,0,0,0,0,0,0,0,4.5,
fZvwGkzzxNqJQI-_BCFHWw,Restaurant,126 - 130 Easter Road Leith Edinburgh EH7 5RJ,0,0,0,0,0,0,0,0,0,0,0,4.0,
aAh-R33lk169LlgCZ7E9Yg,Restaurant,Stuart House Station Road Musselburgh EH21 7PQ,0,0,0,0,0,0,0,0,0,0,0,3.5,
cmXLGr_s4Kh2bfdoacfi9Q,Restaurant,32b West Nicholson Street Newington Edinburgh EH8 9DD,0,0,1,0,0,0,1,0,0,0,0,3.5,
SuXOQHZkx43KRTpf319sNA,Restaurant,Kinnaird Park Edinburgh EH15 3RD,1,0,0,0,0,0,0,0,0,0,0,2.5,
Rb6O2ovoqm1VxKl9UoRRrA,Restaurant,2929 Chemin Gascon Mascouche QC J7L 3X7,0,0,0,1,0,0,0,0,0,0,0,4.0,
v_4tWDcW4j1JP5fsEsg37g,Restaurant,Ocean Terminal Shopping Centre Ocean Drive Leith Edinburgh EH6 6QQ,0,0,1,0,0,0,0,0,0,0,0,3.5,
MQDgAHs54RWnz1r1ksM_Cw,Restaurant,6 Clerk Street Newington Edinburgh EH8 9EZ,1,0,1,0,0,0,0,0,0,0,0,4.5,
j21mWhjiqkPnb0RWg449aQ,Restaurant,Cannonmills Cannonmills Edinburgh EH3 5EA,0,0,0,0,0,0,0,0,0,0,0,4.0,
QVjchABWbfnMD8cnvtk8RA,Restaurant,28 Marchmont Crescent Marchmont Edinburgh EH9 1HQ,0,0,0,0,0,0,0,0,0,0,0,2.5,
flxT4xQdjw8U6R7XlA3IrA,Restaurant,Kaiserstr. 217 76133 Karlsruhe,1,0,0,0,0,0,0,0,0,0,0,2.0,
gflPQSMoRV6ghQhNog9lkQ,Restaurant,1059 St-Laurent Montréal QC H2Z 1J6,1,0,1,0,0,0,0,0,0,0,0,3.5,
YxQ1ssiSvjmprGHKygKfcg,Restaurant,7780 S Jones Blvd Ste 103 Southwest Las Vegas NV 89139,1,0,1,0,1,0,0,0,0,0,0,4.5,
6TIaz7MG6qjX6ZaQe9cG2w,Restaurant,3110 N Central Ave Phoenix AZ 85012,1,0,1,0,1,0,0,0,0,0,0,4.5,
UfA3LJFe2vNO5nTNk2vD6Q,Restaurant,1361 Mont Royal E Montréal QC H2J 1Y5,0,0,1,1,0,0,0,0,0,0,0,3.5,
uolEvib8OPKVKLhdiDCtbg,Restaurant,5700 W N Loop Rd Chandler AZ 85226,0,0,1,1,1,0,0,0,0,0,0,4.0,
-0lOuL7RkZQnjAl96dXTvA,Restaurant,2743 S Market St Gilbert AZ 85295,1,0,1,0,0,0,0,0,0,0,0,3.5,
MKHWHs2mfu0Hvuv3VKgdlg,Restaurant,16495 N Scottsdale Rd Ste 5B-1 Scottsdale AZ 85254,1,0,1,0,1,0,0,0,0,0,0,3.5,
4SEaQmnUIpqZXPyCmHZc1A,Restaurant,3623 E Indian School Rd Phoenix AZ 85018,1,0,1,0,1,0,1,0,0,0,0,4.5,
TSg3URWOZ_I8vZGajxQ_6g,Restaurant,2201 E Camelback Rd Phoenix AZ 85016,1,0,1,0,1,0,1,0,0,0,0,4.5,
soZrJwIF8yhLRs3t12c6Dg,Restaurant,7659 Street Denis Montréal QC H2R 2E5,0,0,1,0,0,0,0,0,0,0,0,4.0,
YIz1P8-G3mltwyS2fmBnqw,Restaurant,614 Indian Trl Rd S Indian Trail NC 28079,0,0,0,0,0,0,0,0,0,0,0,4.5,
ObUEi1FW724BfxdmM_fKQQ,Restaurant,7575 East Princess Dr Scottsdale AZ 85255,1,0,1,0,0,0,0,0,0,0,1,3.0,
b7prZvrrRV8RyymqXNLKmQ,Restaurant,9711 S Eastern Ave Ste H-8 Southeast Las Vegas NV 89183,1,0,1,0,1,0,0,0,0,0,0,4.5,
J8iQeK-3yL2R0UdXJsU8zw,Restaurant,342 S Decatur Blvd Westside Las Vegas NV 89107,1,0,1,0,1,0,0,0,0,0,0,4.0,
KBgTYKAHfIZ0ypO6zw2gjw,Restaurant,Arizona State University 1290 S Normal Ave Tempe AZ 85281,1,0,1,0,0,0,0,0,0,0,0,2.5,
zjdr4OMXZzTHIcKb9VYL-w,Restaurant,745 N Highpoint Rd Wexford Madison WI 53717,1,0,0,0,1,0,0,0,0,0,0,4.5,
RXRCqBXn_DBO7I_Fmfgfpg,Restaurant,5349 Ballantyne Commons Pkwy Charlotte NC 28277,0,0,0,0,0,0,0,0,0,0,0,4.0,
axh7SNZl4nKehq5VOTy4WQ,Restaurant,36 Broughton Street New Town Edinburgh EH1 3SB,0,0,0,0,0,0,0,0,0,0,0,4.0,
dwaNheCWKYvw5QMrd96vUw,Restaurant,5130 S Fort Apache Rd Ste 240 Spring Valley Las Vegas NV 89148,1,0,1,0,0,0,0,0,0,0,0,3.5,
A6lYAXeojy1g_l8wr-zzCQ,Restaurant,1535 N Dysart Rd Ste A-3 Avondale AZ 85392,1,0,1,0,0,0,0,0,0,0,0,4.0,
aC5tYGPvkuN9on3_ssbv9A,Restaurant,1609-A Sardis Rd N Charlotte NC 28270,1,0,1,0,0,0,0,0,0,0,0,2.5,
M80LgyAZ-yXYDkCB74hyUw,Restaurant,917 N Dobson Rd Mesa AZ 85201,1,0,1,0,0,0,0,0,0,1,0,2.5,
EcrG2b33BWusw_h66BW78A,Restaurant,6708 W Deer Valley Rd Glendale AZ 85310,1,0,0,0,0,0,0,0,0,0,0,2.0,
VcpVUy1Rxo-6_yWuOmB-Ww,Restaurant,6213 S Miller Rd Ste 102 Buckeye AZ 85326,1,0,1,0,0,0,0,0,0,0,0,2.5,
DYpOhSGWDqoO9yNxaIjSyg,Restaurant,67 N Dobson Rd Mesa AZ 85201,1,0,1,0,0,0,0,0,0,0,0,5.0,
7Q19H5nM3oFRyCg_j0QV1A,Restaurant,721 N Arizona Ave Ste 103 Gilbert AZ 85233,1,0,1,0,1,0,0,0,0,1,0,4.0,
Wr_Cw6NXBZCcVhZT8-QsAQ,Restaurant,20 Princes Street New Town Edinburgh EH2 2AN,0,0,1,0,0,0,0,0,0,0,0,3.5,
RsHTIOVFfmrnnhp-Z9YP8Q,Restaurant,131 E Mifflin St Capitol Madison WI 53703,0,0,1,0,1,0,1,0,0,1,0,4.0,
oQ65JGWkpGiGrhylUjQjJA,Restaurant,2763 E Carson St South Side Pittsburgh PA 15203,1,0,1,0,0,0,0,0,0,0,0,4.0,
r3KPqSZsr3ZL21NMbnAwWQ,Restaurant,210 E Trade St Ste 286 Uptown Charlotte NC 28202,1,0,1,0,1,0,0,0,0,0,0,3.0,
t-g86Zfj0iiyqbLzRQdNyg,Restaurant,606 S Watson Rd Buckeye AZ 85326,1,0,1,0,0,0,0,0,0,1,0,4.0,
ne-MrVw2vwLb5nMeUE1yyg,Restaurant,15170 W Bell Rd Surprise AZ 85374,1,0,1,0,0,0,0,0,0,0,0,2.5,
URJzU3_rLCLLnVXa3p8gvw,Restaurant,1000 Boulevard Saint-jean Pointe-Claire QC H9R 5P1,0,0,1,1,1,0,0,0,0,0,0,3.0,
fbIbhvvLSHpTqjdSFSGrlA,Restaurant,192-194 Morrison St West End Edinburgh EH3 8EB,1,0,1,0,1,0,0,0,0,0,0,3.5,
n0A4PfArBkalT1EMwcYxyw,Restaurant,5900 Boulevard Décarie Montréal QC H3X 2J8,0,0,0,1,0,0,0,0,0,0,0,3.5,
2qWYCf0GW1QHliX6zsecGg,Restaurant,Tenney - Lapham Madison WI 53703,0,0,0,1,0,0,0,0,0,0,0,5.0,
L1BwqM-zm5zdZYaDGrrOrQ,Restaurant,1659 W Warm Springs Rd Ste 100 Henderson NV 89014,1,0,1,0,0,0,0,0,0,0,0,4.0,
fr_rQz_4vXGuHXRI1IrOXQ,Restaurant,S Decatur Blvd Southwest Las Vegas NV 89139,1,0,1,0,0,0,0,0,0,0,0,4.5,
rB0TShTW9fhGiSTPkXFO2A,Restaurant,538 Place St-Henri Montréal QC H4C 2R6,0,0,1,0,0,0,0,0,0,0,0,3.5,
VnR-KYOHlQX-aFMkaY686Q,Restaurant,3700 S Hualapai Way Ste 101 South Summerlin Las Vegas NV 89147,1,0,1,0,1,0,0,0,0,0,0,3.5,
sgjnJ0vgR1Ci2BwHLF7qhw,Restaurant,5715 N Sharon Amity Rd Eastland Charlotte NC 28215,1,0,1,0,0,0,0,0,0,0,0,4.5,
fJJw8Bvw5QP4j0GqE94OJw,Restaurant,3025 E Desert Inn Rd Eastside Las Vegas NV 89121,1,0,1,0,0,0,0,0,0,0,0,3.5,
VJEeG4WT3-jc3CT-WtZ9RQ,Restaurant,3607 N Sharon Amity Eastland Charlotte NC 28205,1,0,0,0,0,0,0,0,0,0,0,2.5,
NKyOOV0iOQt1l892IzJfpg,Restaurant,7008 E Wt Harris Blvd Ste 1 Eastland Charlotte NC 28215,1,0,1,0,0,0,0,0,0,0,0,5.0,
gq4pttYxP48kC6Vm4yuzZA,Restaurant,2411 W Sahara Ave Las Vegas NV 89102,1,0,1,0,0,0,0,0,0,0,0,3.0,
YwWRR64tgBgo2GZ2cqYmww,Restaurant,8150 S Maryland Pkwy Southeast Las Vegas NV 89123,1,0,1,0,0,0,0,0,0,0,1,3.5,
GGyHZtnAA5LBgouB-32ARA,Restaurant,440 S Rampart Blvd Westside Las Vegas NV 89145,1,0,1,0,1,0,0,0,0,1,0,4.0,
MkQz_wPoaELPVy6Hwwf7Ug,Restaurant,2510 W Happy Valley Rd Phoenix AZ 85085,1,0,1,0,1,0,0,0,0,0,0,3.0,
RFD9YIpaeGLxzmUIGOJbWA,Restaurant,401 N Tryon St Fourth Ward Charlotte NC 28202,1,0,1,0,0,0,0,0,0,1,0,4.5,
umm-6FnNkuO3BbVk3hmPBg,Restaurant,5710 Losee Rd North Las Vegas NV 89081,1,0,1,0,0,0,0,0,0,0,0,3.0,
hUDeQq7KZXx_w7aFxdO-aQ,Restaurant,827 E Johnson St Tenney - Lapham Madison WI 53703,0,0,1,1,1,0,1,0,0,0,0,4.0,
DiUc-diOUMGvrl0renfVsQ,Restaurant,3965 E Owens Ste 130 Sunrise Las Vegas NV 89110,1,0,0,0,0,0,0,0,0,0,0,3.0,
URtEW6ohaqIZX47csgCPZA,Restaurant,844 Mont Royal Avenue E Montréal QC H2J 1X1,0,0,1,0,0,0,0,0,0,0,0,4.0,
_7rYRHy6Jfmk7yIkjooaEg,Restaurant,220 King Street N Waterloo ON N2J 4Z4,1,0,1,0,1,0,0,1,0,0,0,4.0,
2QB0rK7bjym4kHT0YxyXjw,Restaurant,3645 S Las Vegas Blvd The Strip Las Vegas NV 89109,1,0,0,0,0,0,0,0,0,0,0,2.0,
YKEoIFtS324Xn0NG9D2Mqg,Restaurant,10915 Monroe Rd Matthews NC 28105,1,0,1,0,0,0,0,0,0,0,0,2.5,
zR6BUg1RkaylBB_4B5ruyA,Restaurant,355 Place Royale Montréal QC H2Y 1Z6,1,0,1,0,1,0,0,0,0,1,0,4.5,
EoAGtbjhSCVYuZkovYzCew,Restaurant,750 E Pyle Ave Ste 109 Southeast Las Vegas NV 89183,1,0,0,0,0,0,0,0,0,0,0,4.0,
WxdJMX3rQH4koWgT3hm8_A,Restaurant,72 W Horizon Ridge Pkwy Ste 105 Henderson NV 89012,1,0,1,0,0,0,0,0,0,0,0,4.5,
GNnD7q4ACXi8GCv7x_Gifg,Restaurant,9414 Northlake W Dr Charlotte NC 28216,1,0,0,0,0,0,0,0,0,0,0,2.5,
lmPFH4eyowWiX5Q1ttf7gw,Restaurant,14 King St N Waterloo ON N2J 2W9,1,0,0,0,0,0,0,0,0,0,1,4.0,
7TqO3HEI7NJF_WGKwgPCaA,Restaurant,2439 Atwood Ave Schenk - Atwood Madison WI 53704,1,0,1,0,1,0,0,0,0,0,0,3.5,
ldCGLJr8Zci4gcbcqaxfQw,Restaurant,1515 N Gilbert Rd Ste 109 Gilbert AZ 85234,1,0,1,0,0,0,0,0,0,0,0,3.0,
Pw6EZXm-xFehRDGItBVopw,Restaurant,1415 Rue de La Montagne Montréal QC H3G 1Z3,0,0,1,0,1,0,0,1,0,0,0,4.0,
wwmMJIDyq7QHBzb9YSaCkQ,Restaurant,3805 Willow Ave Pittsburgh PA 15234,1,0,1,0,1,0,0,0,0,0,0,4.0,
d61OE_k-wFf8ku4GL1aLyQ,Restaurant,15050 N Northsight Blvd Scottsdale AZ 85260,1,0,1,0,0,0,0,0,0,0,0,3.5,
uNlyL9PbetafZaeIewUhuQ,Restaurant,7435 S Eastern Ave Southeast Las Vegas NV 89123,1,0,1,0,1,0,0,0,0,0,0,4.0,
tagVz1QH9qYZ2aea47wAmg,Restaurant,4761 S Maryland Pkwy University Las Vegas NV 89119,1,0,1,0,1,0,0,0,0,0,0,4.5,
w5QLmggiPXwtQ_ycZqii3w,Restaurant,82 Canongate Old Town Edinburgh EH8 8BZ,1,0,1,0,1,0,0,0,0,0,0,4.5,
FncEp_Bs9JJxthNk44OQrQ,Restaurant,3201 W Indian School Phoenix AZ 85017,1,0,1,0,1,0,0,0,0,0,1,2.5,
_DjAApQ5qhhHP5H_gzX57A,Restaurant,9832 W Northern Ave Ste 1650 Peoria AZ 85345,0,0,0,0,0,0,0,0,0,0,0,1.0,
O0P_bFxfaMKge17576LMpw,Restaurant,183 Butler St Etna Pittsburgh PA 15223,1,0,0,0,0,0,0,0,0,0,0,4.0,
eWjlM_MXCbVI2vrpviMxZw,Restaurant,1403 Emil St. Madison WI 53713,1,0,1,0,0,0,0,0,0,0,0,3.5,
Z4VFRu_1W4VTQdHi3vBsgg,Restaurant,1531 East Blvd Dilworth Charlotte NC 28203,1,0,1,0,1,0,0,0,0,1,0,4.0,
jYQnZdB15ATLbQNXV3Kokg,Restaurant,1515 E Buckeye Rd Phoenix AZ 85034,1,0,1,0,0,0,0,0,0,0,0,4.0,
8NsscdE7eiLCTq3sW2OqFw,Restaurant,20020 N 59th Ave Glendale AZ 85308,1,0,1,0,0,0,0,0,0,0,0,4.0,
yC6OzkWd3bzHfcMZm7WpWQ,Restaurant,606 N 4th Ave Phoenix AZ 85003,1,0,1,0,1,0,0,0,0,1,0,4.0,
Uw3Mo5JSfAnxBLqX9AnbUQ,Restaurant,8320 N Hayden Rd Ste E107 Scottsdale AZ 85258,1,0,1,0,1,0,0,0,0,0,1,4.0,
3FhOLs1Sxc89loLnIAQl1g,Restaurant,9821 S Eastern Ave Southeast Las Vegas NV 89183,1,0,1,0,1,0,0,1,0,1,0,4.5,
k2PZF9fFbHB7zYGiipgM3A,Restaurant,4611 W Indian School Rd Phoenix AZ 85031,1,0,0,0,0,0,0,0,0,0,0,2.5,
AVUpq52fSE9q3v9tO-i_3g,Restaurant,1003 E Indian School Rd Phoenix AZ 85014,1,0,1,0,1,0,0,0,0,0,0,3.5,
ZLQBjv5aoWM6TjogHjSfVQ,Restaurant,316 E Bridger Ave Downtown Las Vegas NV 89101,0,0,0,0,0,0,0,0,0,0,0,4.0,
T2zItRCqolfzSZR2Io0OZg,Restaurant,1359 Hwy 160 E Fort Mill SC 29715,1,0,1,0,0,0,0,0,0,0,0,4.5,
m-6sg7ILvIl9JVUjdRyINw,Restaurant,3130 Driwood Ct Highland Creek Charlotte NC 28269,1,0,1,0,1,0,1,0,0,1,0,4.0,
lw_wh0xLTKJYXnsIwo0vkQ,Restaurant,1401 River Road Kitchener ON N2A 2R1,1,0,1,0,0,0,0,0,0,0,0,5.0,
V13d_rSDbaXE_Q3O2uaBIw,Restaurant,2 East Mifflin St Capitol Madison WI 53703,0,0,0,0,0,0,0,0,0,0,0,3.5,
4KUtlXKejC8saY5euhDVrA,Restaurant,4312 W Cactus Rd Ste 10 Glendale AZ 85304,1,0,1,0,1,0,0,0,0,0,0,4.5,
eivj7F0pjWJvDeuKFExC2g,Restaurant,6960 E 1st St Scottsdale AZ 85251,1,0,1,0,1,0,0,0,0,0,1,4.5,
Ee-Y-wMNXq9T7ck_U0j42g,Restaurant,41620 Casa Grande Hwy Maricopa AZ 85138,1,0,0,0,0,0,0,0,0,0,0,2.5,
0a4lX5VhCXJOwe-idxnVbw,Restaurant,114 S Race St Urbana IL 61801,1,0,1,0,1,0,0,0,0,0,0,4.0,
JYBOcstAtF2G0KZUhoXEZg,Restaurant,850 Saint Catherine Street Montréal QC H2L 2E3,1,0,1,0,0,0,0,0,0,0,0,2.5,
FN8DhpdO4UBnynOzswVCCA,Restaurant,640 S Mill Ave Ste 140 Tempe AZ 85282,1,0,1,0,0,0,0,0,0,0,0,3.0,
DUOiZut9zkvqf-VpS4IoRw,Restaurant,1321 W Sunset Rd Henderson NV 89014,1,0,1,0,0,0,0,0,0,0,0,4.0,
